,년도,이름,팀,WAR,출장,완투,완봉,선발,승,패,세이브,홀드,이닝,실점,자책,타자,안타,2타,3타,홈런,볼넷,고4,사구,삼진,보크,폭투,연봉
1319,2020,정수민,SK 와이번즈,1.01,3,0,0,3,1,0,0,0,15.2,2,2,61,11,4,0,0,5,0,0,11,0,0,0
1320,2020,이인복,롯데 자이언츠,0.97,47,0,0,1,1,4,0,2,45.1,22,20,199,57,9,0,2,12,1,1,21,0,2,0
1321,2020,홍상삼,기아 타이거즈,0.95,57,0,0,0,4,5,0,17,48.0,27,27,229,32,11,0,5,54,0,3,61,0,8,0
1322,2020,홍건희,두산 베어스,0.93,60,0,0,0,3,4,1,8,68.2,39,38,299,74,14,3,8,22,0,5,60,0,3,0
1323,2020,김태훈,키움 히어로즈,0.91,53,0,0,2,7,0,0,10,64.0,34,30,281,70,14,1,1,22,1,5,40,0,3,0
1324,2020,배재환,NC 다이노스,0.87,53,0,0,0,1,3,0,12,43.0,22,19,209,38,7,2,4,35,3,9,33,2,5,0
1325,2020,송은범,LG 트윈스,0.85,56,0,0,1,4,2,2,6,56.0,29,28,247,66,8,1,4,19,1,3,28,0,2,27000
1326,2020,최지광,삼성 라이온즈,0.85,51,0,0,0,1,3,0,15,44.1,24,24,199,34,5,0,2,31,4,3,45,0,5,0
1327,2020,김윤수,삼성 라이온즈,0.82,61,0,0,0,3,5,0,12,58.0,34,30,266,66,9,0,6,31,3,1,41,0,7,0
1328,2020,최성훈,LG 트윈스,0.76,48,0,0,0,0,0,0,2,33.1,13,13,145,36,4,1,1,16,2,1,24,0,1,0
1329,2020,박상원,한화 이글스,0.76,62,0,0,0,1,0,1,10,58.0,35,30,256,62,14,1,8,20,4,4,52,1,2,0
1330,2020,이정용,LG 트윈스,0.72,34,0,0,0,3,0,0,4,34.0,15,14,147,32,5,0,6,14,0,2,33,1,0,0
1331,2020,김건국,롯데 자이언츠,0.7,32,0,0,0,3,2,0,1,31.2,14,14,139,30,5,2,2,9,0,3,31,0,4,0
1332,2020,이영준,키움 히어로즈,0.7,52,0,0,0,2,3,0,25,40.0,21,21,176,41,3,0,5,19,0,2,32,1,3,0
1333,2020,김범수,한화 이글스,0.65,24,0,0,8,3,6,0,0,55.0,34,32,259,55,11,2,9,42,3,3,55,0,1,0
1334,2020,고우석,LG 트윈스,0.65,40,0,0,0,0,4,17,1,41.2,22,19,183,37,9,0,2,19,1,2,51,0,5,0
1335,2020,김민규,두산 베어스,0.64,29,0,0,4,1,2,1,0,53.1,30,29,231,47,14,0,3,22,2,3,54,0,1,0
1336,2020,임정호,NC 다이노스,0.64,69,0,0,0,2,2,0,22,41.0,23,21,175,32,3,0,3,20,0,7,38,0,0,0
1337,2020,최원태,키움 히어로즈,0.63,21,0,0,21,7,6,0,0,110.0,68,62,478,115,16,1,16,37,2,7,67,0,6,37000
1338,2020,김대우,삼성 라이온즈,0.63,28,0,0,9,3,7,0,1,77.2,49,44,350,95,17,1,9,26,0,6,37,1,1,0
1339,2020,김선기,키움 히어로즈,0.63,25,0,0,0,0,0,0,3,22.0,8,5,92,17,3,0,1,8,0,4,11,0,4,0
1340,2020,진해수,LG 트윈스,0.58,76,0,0,0,4,2,0,22,50.0,27,24,230,54,6,0,3,23,2,4,59,0,5,25000
1341,2020,임규빈,키움 히어로즈,0.57,33,0,0,0,2,0,0,2,37.2,20,19,162,46,7,0,11,10,0,2,20,0,2,0
1342,2020,이태양,SK 와이번즈,0.57,53,0,0,0,2,1,0,4,56.0,35,34,250,68,12,1,8,16,2,1,45,0,3,0
1343,2020,허윤동,삼성 라이온즈,0.56,11,0,0,11,2,1,0,0,45.0,26,24,204,43,10,0,4,31,0,2,18,1,0,0
1344,2020,서준원,롯데 자이언츠,0.56,31,0,0,20,7,6,0,0,107.2,71,62,480,130,18,0,16,31,1,5,60,0,3,0
1345,2020,전유수,기아 타이거즈,0.56,47,0,0,0,5,4,2,3,45.2,26,26,200,46,7,1,3,21,5,3,27,0,1,0
1346,2020,최준용,롯데 자이언츠,0.54,31,0,0,0,0,2,0,8,29.2,16,16,130,31,7,1,3,11,4,2,26,0,3,0
1347,2020,조이현,SK 와이번즈,0.54,35,0,0,7,2,4,0,0,77.0,52,51,340,96,18,1,12,25,0,2,38,0,4,0
1348,2020,김재웅,키움 히어로즈,0.51,43,0,0,7,1,4,0,2,59.2,36,31,258,64,18,0,7,23,1,2,51,0,4,0
1349,2020,김건태,NC 다이노스,0.5,33,0,0,0,1,1,0,4,35.0,19,19,155,29,6,0,4,25,0,2,37,0,3,0
1350,2020,양지율,키움 히어로즈,0.5,24,0,0,0,0,1,0,1,23.1,10,10,99,24,3,0,3,10,1,1,12,0,2,0
1351,2020,박정수,NC 다이노스,0.49,22,0,0,3,1,1,0,2,33.0,17,17,144,25,5,1,4,24,0,6,29,0,1,0
1352,2020,채지선,두산 베어스,0.46,37,0,0,0,1,0,0,2,33.0,18,18,158,34,3,1,3,24,1,5,34,0,11,0
1353,2020,송윤준,한화 이글스,0.45,26,0,0,0,0,0,0,1,23.0,11,11,106,23,7,0,1,13,0,1,16,0,3,0
1354,2020,이준영,기아 타이거즈,0.39,48,0,0,0,0,2,0,13,23.2,14,14,113,31,5,1,1,13,0,0,22,0,3,0
1355,2020,윤명준,두산 베어스,0.39,42,0,0,0,0,0,2,7,40.0,24,22,180,49,6,1,4,12,1,1,20,0,1,0
1356,2020,이승진,두산 베어스,0.39,33,0,0,5,2,4,0,5,51.1,33,32,228,55,12,2,3,22,1,2,54,0,0,0
1357,2020,김명신,두산 베어스,0.38,16,0,0,0,0,1,0,0,15.1,6,6,72,20,4,0,3,4,0,3,11,0,0,0
1358,2020,박진형,롯데 자이언츠,0.38,53,0,0,0,1,4,0,17,42.2,27,27,194,56,15,2,7,13,2,4,50,0,3,0
1359,2020,김사윤,SK 와이번즈,0.36,57,0,0,0,1,1,1,10,47.1,30,27,226,37,8,1,5,45,1,8,42,0,6,0
1360,2020,서균,한화 이글스,0.35,7,0,0,0,0,0,0,0,7.1,0,0,34,7,0,0,0,6,0,1,1,0,0,0
1361,2020,노건우,삼성 라이온즈,0.34,45,0,0,0,2,3,0,10,36.1,23,18,166,28,5,0,3,29,1,2,34,0,7,0
1362,2020,문동욱,한화 이글스,0.32,19,0,0,0,0,1,1,1,18.0,10,9,83,12,2,0,2,17,1,2,9,0,2,0
1363,2020,김종수,한화 이글스,0.32,54,0,0,0,1,1,1,7,50.0,34,33,228,54,11,3,6,26,1,3,43,0,4,0
1364,2020,샘슨,롯데 자이언츠,0.3,25,0,0,25,9,12,0,0,130.0,87,78,590,167,25,1,14,36,0,6,87,2,8,0
1365,2020,문성현,키움 히어로즈,0.3,10,0,0,2,1,1,0,0,15.0,7,7,63,13,1,0,1,11,0,0,13,0,0,0
1366,2020,김진욱,한화 이글스,0.3,22,0,0,6,3,4,1,0,44.2,29,28,206,50,12,1,9,25,0,5,29,0,3,0
1367,2020,장필준,삼성 라이온즈,0.3,31,0,0,2,0,3,0,4,36.0,24,23,170,46,9,0,6,16,0,0,26,0,5,0
1368,2020,안영명,한화 이글스,0.29,39,0,0,0,1,1,0,1,45.2,32,30,201,51,8,1,9,18,1,2,34,0,0,35000
1369,2020,양창섭,삼성 라이온즈,0.28,7,0,0,0,0,0,0,0,6.2,2,2,29,6,1,0,1,3,1,0,4,0,0,0
1370,2020,이현승,두산 베어스,0.25,62,0,0,0,2,1,2,9,42.1,27,25,195,48,9,2,2,21,0,2,42,1,3,40000
1371,2020,장웅정,한화 이글스,0.25,2,0,0,2,0,1,0,0,7.2,3,3,35,7,1,0,0,6,0,0,5,0,1,0
1372,2020,박희수,SK 와이번즈,0.25,28,0,0,0,0,1,0,0,24.2,16,15,112,28,6,0,4,10,1,0,26,0,2,0
1373,2020,김세현,SK 와이번즈,0.24,42,0,0,0,2,0,1,7,42.0,28,27,187,44,7,0,7,22,0,1,35,0,1,0
1374,2020,김기훈,기아 타이거즈,0.23,22,0,0,7,0,4,0,1,52.0,35,31,238,58,11,1,8,31,0,2,39,0,3,0
1375,2020,조성운,키움 히어로즈,0.23,42,0,0,0,1,1,0,1,45.0,30,27,201,48,11,1,6,19,1,2,29,0,2,0
1376,2020,차우찬,LG 트윈스,0.21,13,0,0,13,5,5,0,0,64.0,39,38,287,71,14,1,8,28,1,2,51,0,1,100000
1377,2020,남호,LG 트윈스,0.21,6,0,0,3,0,0,0,0,18.1,9,8,82,13,3,1,1,12,0,1,14,0,0,0
1378,2020,박종기,두산 베어스,0.19,8,0,0,5,1,2,0,0,26.0,16,16,117,30,6,0,3,14,0,0,20,0,1,0
1379,2020,김상수,키움 히어로즈,0.18,60,0,0,0,3,3,5,11,51.1,33,27,226,52,12,0,3,21,1,3,48,0,1,30000
1380,2020,채드벨,한화 이글스,0.16,16,0,0,16,2,8,0,0,77.0,54,51,346,85,11,0,10,35,1,5,61,0,3,40000
1381,2020,이상화,기아 타이거즈,0.16,18,0,0,0,1,1,0,1,15.0,9,9,65,11,2,0,2,10,2,0,7,0,1,0
1382,2020,유희관,두산 베어스,0.15,27,0,0,27,10,11,0,0,136.1,91,76,622,190,37,5,14,39,4,3,56,0,1,47000
1383,2020,문경찬,NC 다이노스,0.15,56,0,0,0,0,5,10,11,52.0,35,29,225,51,10,1,11,15,0,2,44,0,0,0
1384,2020,고효준,롯데 자이언츠,0.15,24,0,0,0,1,0,0,0,15.2,10,10,77,14,3,0,3,11,0,3,11,0,1,0
1385,2020,김유영,롯데 자이언츠,0.14,12,0,0,0,0,0,0,0,7.1,4,4,31,4,0,0,0,7,2,0,5,0,1,0
1386,2020,권휘,두산 베어스,0.13,14,0,0,0,0,1,0,1,13.2,8,8,63,16,2,0,1,6,0,2,10,0,2,0
1387,2020,박진우,NC 다이노스,0.13,43,0,0,1,2,2,0,7,43.0,29,25,194,47,7,0,2,13,1,6,22,0,0,0
1388,2020,윤희상,SK 와이번즈,0.12,4,0,0,1,0,0,0,0,3.0,1,1,11,1,0,0,0,2,0,0,2,0,0,0
1389,2020,고영창,기아 타이거즈,0.12,48,0,0,0,1,1,1,2,58.0,46,44,275,88,19,0,3,17,2,5,23,2,6,0
1390,2020,송승준,롯데 자이언츠,0.1,22,0,0,1,2,2,0,1,24.2,17,17,119,30,5,2,2,14,2,3,25,0,3,0
1391,2020,백정현,삼성 라이온즈,0.1,11,0,0,11,4,4,0,0,59.0,43,34,258,67,15,2,13,17,0,1,46,0,1,28000
1392,2020,김현수,기아 타이거즈,0.1,15,0,0,4,1,2,0,0,32.1,27,26,167,41,7,3,3,31,0,2,19,0,1,0
1393,2020,김동혁,키움 히어로즈,0.1,8,0,0,0,0,1,0,0,8.2,5,5,36,8,1,1,1,1,0,1,6,0,1,0
1394,2020,한승혁,롯데 자이언츠,0.1,9,0,0,0,1,0,0,0,7.0,4,4,31,8,1,0,0,4,0,0,3,0,0,0
1395,2020,서동민,SK 와이번즈,0.1,9,0,0,0,0,0,0,0,8.1,5,5,38,10,2,0,2,4,0,0,7,0,0,0
1396,2020,성재헌,LG 트윈스,0.09,4,0,0,0,0,0,0,0,4.1,2,2,20,6,1,0,0,1,0,1,1,0,0,0
1397,2020,황인준,기아 타이거즈,0.08,3,0,0,0,0,0,0,0,4.0,2,2,18,6,1,0,1,2,0,0,1,0,0,0
1398,2020,손정욱,NC 다이노스,0.07,16,0,0,0,0,0,0,0,12.0,8,7,58,16,2,0,1,5,0,1,5,0,0,0
1399,2020,홍정우,삼성 라이온즈,0.07,30,0,0,0,0,0,0,1,30.0,23,22,139,37,4,1,5,12,0,1,29,0,1,0
1400,2020,손동현,기아 타이거즈,0.07,23,0,0,0,0,0,0,1,20.1,14,12,91,21,5,0,5,10,1,0,12,0,3,0
1401,2020,김태경,NC 다이노스,0.07,1,0,0,0,0,0,0,0,1.0,0,0,5,0,0,0,0,1,0,0,1,0,0,0
1402,2020,강동연,NC 다이노스,0.06,22,0,0,0,1,2,0,1,24.0,17,16,106,27,6,0,3,11,1,1,17,0,0,0
1403,2020,신민혁,NC 다이노스,0.06,17,0,0,7,2,3,0,0,42.0,27,27,196,57,7,0,10,13,0,3,26,0,0,0
1404,2020,김성훈,기아 타이거즈,0.05,3,0,0,0,0,0,0,0,3.0,1,1,13,1,0,0,0,4,0,0,3,0,0,0
1405,2020,이승헌,롯데 자이언츠,0.05,8,0,0,8,3,2,0,0,36.2,25,19,157,34,2,1,1,11,1,2,34,1,2,0
1406,2020,안인산,NC 다이노스,0.05,1,0,0,0,0,0,0,0,1.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1407,2020,오주원,키움 히어로즈,0.05,25,0,0,0,3,1,0,2,18.1,12,11,78,22,2,0,6,0,0,0,13,1,0,0
1408,2020,이상민,삼성 라이온즈,0.05,17,0,0,1,0,1,0,1,14.0,10,10,69,17,2,0,4,11,1,1,13,0,2,0
1409,2020,홍원표,삼성 라이온즈,0.05,1,0,0,0,0,0,0,0,1.0,0,0,6,1,0,0,0,1,0,1,0,0,1,0
1410,2020,차재용,키움 히어로즈,0.04,1,0,0,0,0,0,0,0,1.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1411,2020,남재현,기아 타이거즈,0.04,8,0,0,0,0,0,0,0,15.2,12,7,79,20,5,1,1,11,0,1,8,0,0,0
1412,2020,김영규,NC 다이노스,0.04,20,0,0,13,2,2,0,1,67.2,47,41,296,83,9,2,12,14,0,2,55,2,5,0
1413,2020,박주성,키움 히어로즈,0.03,3,0,0,0,0,0,0,0,2.0,1,1,11,2,0,0,0,3,0,0,1,0,0,0
1414,2020,이강준,기아 타이거즈,0.03,4,0,0,0,0,0,0,0,5.2,4,4,33,9,1,1,1,5,0,3,3,0,0,0
1415,2020,소이현,NC 다이노스,0.03,13,0,0,0,0,0,0,0,12.1,9,9,59,8,2,0,1,14,0,1,8,0,1,0
1416,2020,이현호,한화 이글스,0.02,16,0,0,0,0,2,0,0,15.1,12,11,75,18,0,0,4,10,0,1,15,1,3,0
1417,2020,이호중,NC 다이노스,0.02,4,0,0,0,0,0,0,0,4.1,3,3,23,7,0,0,1,2,0,1,3,0,0,0
1418,2020,이찬혁,LG 트윈스,0.02,4,0,0,0,0,0,0,0,3.1,2,2,17,4,0,0,1,3,0,1,1,0,1,0
1419,2020,최세창,두산 베어스,0.02,3,0,0,0,0,0,0,0,3.0,2,1,15,5,0,0,1,0,0,0,1,0,0,0
1420,2020,류진욱,NC 다이노스,0.01,3,0,0,0,0,0,0,0,3.0,2,2,14,4,1,0,1,1,0,0,3,0,0,0
1421,2020,배창현,두산 베어스,0.01,1,0,0,0,0,0,0,0,0.1,0,0,3,0,0,0,0,2,0,0,0,0,0,0
1422,2020,황윤호,기아 타이거즈,0.01,1,0,0,0,0,0,0,0,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1423,2020,변시원,기아 타이거즈,0.0,4,0,0,0,1,0,0,0,5.0,4,2,25,8,1,0,0,3,0,0,1,0,0,0
1424,2020,이동원,두산 베어스,0.0,1,0,0,0,0,0,0,0,0.0,2,2,2,0,0,0,0,2,0,0,0,0,0,0
1425,2020,한승지,기아 타이거즈,0.0,1,0,0,0,0,0,0,0,0.0,4,4,6,4,1,0,0,1,0,1,0,0,0,0
1426,2020,임형원,NC 다이노스,0.0,1,0,0,0,0,0,0,0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1427,2020,강지광,SK 와이번즈,-0.0,6,0,0,0,0,0,0,0,3.2,3,2,20,7,0,0,1,1,0,0,4,0,0,0
1428,2020,김승범,기아 타이거즈,-0.01,1,0,0,0,0,0,0,0,1.0,1,1,5,1,0,0,0,2,0,0,0,0,1,0
1429,2020,임창민,NC 다이노스,-0.01,44,0,0,0,7,2,0,11,37.2,26,22,179,39,10,1,4,23,1,2,44,0,3,0
1430,2020,양선률,SK 와이번즈,-0.01,1,0,0,0,0,0,0,0,1.0,1,1,5,1,0,0,1,2,0,0,0,0,0,0
1431,2020,이주엽,두산 베어스,-0.01,4,0,0,0,0,0,0,0,3.1,3,3,19,3,1,0,0,7,0,0,2,0,1,0
1432,2020,이창재,기아 타이거즈,-0.01,10,0,0,0,0,0,0,1,8.0,6,5,38,10,3,0,0,4,0,0,7,0,0,0
1433,2020,진명호,롯데 자이언츠,-0.02,37,0,0,0,0,1,0,2,31.1,25,25,146,29,5,1,3,22,0,2,32,0,1,0
1434,2020,이승헌,NC 다이노스,-0.02,3,0,0,0,0,0,0,0,2.0,2,2,11,3,0,0,1,1,0,1,2,0,0,0
1435,2020,강동호,롯데 자이언츠,-0.02,7,0,0,0,1,0,0,0,11.0,9,9,51,13,1,0,3,6,0,0,8,0,0,0
1436,2020,정인욱,삼성 라이온즈,-0.03,5,0,0,0,0,0,0,0,5.1,5,5,26,5,0,0,1,4,0,1,3,0,0,0
1437,2020,우규민,삼성 라이온즈,-0.03,52,0,0,0,3,3,7,11,48.0,34,33,210,61,10,1,3,9,1,1,30,0,0,70000
1438,2020,서덕원,기아 타이거즈,-0.04,11,0,0,0,0,0,0,0,12.2,12,12,59,14,2,0,5,4,0,3,6,0,1,0
1439,2020,노시환,한화 이글스,-0.05,1,0,0,0,0,0,0,0,1.0,2,2,5,1,0,0,1,0,0,1,0,0,0,0
1440,2020,김태현,NC 다이노스,-0.05,2,0,0,0,0,0,0,0,1.1,2,1,10,2,1,0,0,4,0,0,1,0,1,0
1441,2020,배민서,NC 다이노스,-0.05,13,0,0,0,0,0,0,0,13.1,12,11,64,17,3,0,4,7,0,0,9,0,0,0
1442,2020,하준호,기아 타이거즈,-0.06,42,0,0,1,0,3,0,5,41.2,30,28,189,38,6,0,1,27,1,2,26,0,2,0
1443,2020,한선태,LG 트윈스,-0.06,1,0,0,0,0,0,0,0,1.0,2,2,7,3,0,0,0,2,0,0,0,0,1,0
1444,2020,이상동,기아 타이거즈,-0.06,5,0,0,0,0,0,0,0,6.0,6,6,30,11,5,0,0,3,0,0,3,0,1,0
1445,2020,강윤구,NC 다이노스,-0.07,30,0,0,0,1,1,0,3,21.0,16,16,103,31,7,0,3,11,0,0,15,0,2,0
1446,2020,이선우,기아 타이거즈,-0.07,2,0,0,0,0,0,0,0,2.0,3,3,13,6,1,0,1,1,0,0,1,0,0,0
1447,2020,김명찬,기아 타이거즈,-0.07,21,0,0,0,0,1,0,1,8.2,7,6,54,13,3,0,2,12,0,2,11,0,4,0
1448,2020,정대현,키움 히어로즈,-0.08,1,0,0,1,0,0,0,0,2.2,3,3,13,5,1,0,1,0,0,0,3,0,0,0
1449,2020,김성민,키움 히어로즈,-0.08,25,0,0,0,1,0,0,0,23.2,19,17,112,28,6,0,3,12,2,3,21,0,1,0
1450,2020,박명현,롯데 자이언츠,-0.08,2,0,0,0,0,0,0,0,0.2,2,2,6,3,1,0,0,1,0,0,0,0,1,0
1451,2020,문광은,LG 트윈스,-0.08,4,0,0,0,0,0,0,0,4.0,5,5,21,7,3,1,1,2,0,0,4,0,0,0
1452,2020,백청훈,LG 트윈스,-0.08,2,0,0,0,0,0,0,0,1.1,3,3,8,4,1,0,1,0,0,0,0,0,0,0
1453,2020,이원준,SK 와이번즈,-0.09,17,0,0,0,0,1,0,0,19.1,17,16,100,28,5,2,3,16,2,0,17,0,7,0
1454,2020,이승민,삼성 라이온즈,-0.09,7,0,0,5,1,3,0,0,26.1,21,20,128,34,5,0,5,19,1,0,16,0,0,0
1455,2020,정용운,LG 트윈스,-0.1,3,0,0,0,0,0,0,0,1.2,3,3,9,3,1,0,0,1,0,0,3,0,0,0
1456,2020,김주온,SK 와이번즈,-0.1,29,0,0,0,0,3,0,0,31.0,27,26,160,46,7,0,5,22,0,5,18,0,5,0
1457,2020,윤규진,한화 이글스,-0.1,2,0,0,0,0,0,0,0,3.2,5,3,19,7,0,0,1,1,0,0,4,0,0,0
1458,2020,이우찬,LG 트윈스,-0.11,4,0,0,1,0,0,0,0,4.2,6,6,30,9,2,0,1,7,0,2,4,0,0,0
1459,2020,김정후,키움 히어로즈,-0.11,4,0,0,0,0,0,0,0,3.0,4,4,20,7,0,0,1,4,0,0,3,0,0,0
1460,2020,금민철,기아 타이거즈,-0.12,3,0,0,0,0,0,0,0,2.1,4,4,15,6,1,0,0,1,0,2,2,0,0,0
1461,2020,이교훈,두산 베어스,-0.13,5,0,0,0,0,0,0,0,4.1,6,5,24,6,2,0,1,4,0,0,3,0,1,0
1462,2020,박관진,키움 히어로즈,-0.13,1,0,0,0,0,1,0,0,0.1,1,1,3,1,0,0,0,1,0,0,1,0,0,0
1463,2020,한승주,한화 이글스,-0.14,1,0,0,1,0,0,0,0,1.2,3,3,10,3,0,0,1,2,0,0,2,0,0,0
1464,2020,최성영,NC 다이노스,-0.14,14,0,0,13,2,4,0,0,60.2,45,41,278,67,14,0,13,35,0,3,27,0,2,0
1465,2020,안현준,기아 타이거즈,-0.14,1,0,0,0,0,0,0,0,0.1,4,4,5,2,0,0,0,2,0,0,0,0,1,0
1466,2020,김지용,LG 트윈스,-0.14,4,0,0,0,0,0,0,0,3.2,6,6,18,5,1,0,1,2,0,0,4,0,0,0
1467,2020,박신지,두산 베어스,-0.14,2,0,0,0,0,0,0,0,3.0,6,6,18,9,3,1,0,1,0,0,3,0,1,0
1468,2020,박세진,기아 타이거즈,-0.15,1,0,0,0,0,0,0,0,0.1,4,4,5,2,0,0,0,1,0,1,0,0,0,0
1469,2020,정태승,롯데 자이언츠,-0.15,1,0,0,0,0,0,0,0,1.2,4,4,11,4,1,0,1,2,0,0,1,0,0,0
1470,2020,윤성환,삼성 라이온즈,-0.16,5,1,0,5,0,2,0,0,18.2,14,12,84,19,4,2,0,11,0,3,4,0,0,40000
1471,2020,김강률,두산 베어스,-0.16,30,0,0,0,2,2,0,0,28.0,22,11,141,36,6,2,1,20,0,4,28,0,0,0
1472,2020,윤강민,SK 와이번즈,-0.16,1,0,0,0,0,0,0,0,0.2,5,5,8,4,1,0,0,1,0,1,1,0,0,0
1473,2020,류희운,기아 타이거즈,-0.16,7,0,0,0,0,1,0,0,8.1,10,10,41,14,4,0,1,4,0,0,7,0,1,0
1474,2020,신정락,한화 이글스,-0.17,16,0,0,0,0,1,0,0,12.0,12,12,57,15,3,1,2,7,0,2,14,0,2,0
1475,2020,양승철,기아 타이거즈,-0.17,15,0,0,1,0,0,0,0,28.2,26,25,144,41,9,0,4,24,0,3,13,0,3,0
1476,2020,차명진,기아 타이거즈,-0.17,1,0,0,0,0,0,0,0,0.1,5,5,6,3,0,0,0,0,0,2,0,0,0,0
1477,2020,김도현,한화 이글스,-0.17,17,0,0,15,2,7,0,0,64.2,50,49,312,75,13,0,9,44,0,4,41,0,4,0
1478,2020,김기탁,한화 이글스,-0.18,5,0,0,0,0,0,0,0,7.0,10,7,40,13,4,0,1,5,0,0,3,0,0,0
1479,2020,오원석,SK 와이번즈,-0.18,8,0,0,1,0,1,0,0,9.2,10,6,50,12,1,0,1,6,0,1,9,1,1,0
1480,2020,김찬호,SK 와이번즈,-0.19,3,0,0,0,0,0,0,0,2.0,6,6,14,5,0,0,1,4,0,0,1,0,0,0
1481,2020,장민재,한화 이글스,-0.19,24,0,0,10,2,7,0,0,57.1,44,43,267,86,19,2,5,13,0,2,32,0,1,0
1482,2020,조영건,키움 히어로즈,-0.19,20,0,0,10,3,3,0,0,44.1,30,26,207,47,7,1,8,28,1,3,23,1,0,0
1483,2020,이상규,LG 트윈스,-0.2,28,0,0,0,2,3,4,1,31.0,23,23,152,45,10,1,4,21,0,1,18,0,2,0
1484,2020,김대유,LG 트윈스,-0.21,3,0,0,0,0,0,0,0,2.1,6,6,14,5,1,0,0,1,0,1,1,0,0,0
1485,2020,최영환,롯데 자이언츠,-0.21,6,0,0,1,0,1,0,0,10.0,11,7,53,19,3,0,4,3,0,1,7,0,1,0
1486,2020,문대원,두산 베어스,-0.21,4,0,0,0,0,0,0,0,5.2,9,6,30,12,3,0,2,2,0,0,0,0,0,0
1487,2020,윤호솔,한화 이글스,-0.21,6,0,0,0,0,1,0,0,6.0,8,7,32,8,3,0,2,6,1,0,4,0,1,0
1488,2020,김단우,LG 트윈스,-0.21,33,0,0,0,4,0,0,3,32.1,24,21,158,37,7,2,6,23,1,1,28,0,3,0
1489,2020,조제영,두산 베어스,-0.21,4,0,0,1,0,1,0,0,6.0,7,7,31,6,1,0,1,7,0,1,6,0,1,0
1490,2020,김재열,기아 타이거즈,-0.23,14,0,0,0,0,1,0,2,17.1,16,14,89,23,6,0,3,12,1,3,13,0,0,0
1491,2020,김진호,NC 다이노스,-0.24,3,0,0,3,0,1,0,0,10.1,10,10,54,14,0,0,5,8,0,1,7,0,1,0
1492,2020,이대은,기아 타이거즈,-0.25,20,0,0,4,0,4,1,0,29.1,23,19,142,36,6,0,4,13,3,5,15,0,8,0
1493,2020,신재웅,SK 와이번즈,-0.25,24,0,0,0,2,0,0,0,19.1,20,20,93,26,3,2,5,14,0,0,11,0,0,0
1494,2020,정영일,SK 와이번즈,-0.25,29,0,0,0,2,2,2,2,23.1,20,17,114,31,5,0,6,11,1,3,17,1,3,0
1495,2020,김정인,키움 히어로즈,-0.26,2,0,0,0,0,0,0,0,1.0,6,6,12,6,3,0,0,3,0,0,1,0,0,0
1496,2020,조병욱,기아 타이거즈,-0.26,9,0,0,4,0,1,0,0,28.1,24,24,131,39,4,0,4,13,0,1,11,0,0,0
1497,2020,여건욱,LG 트윈스,-0.27,25,0,0,0,1,3,1,2,27.2,24,22,124,36,8,1,8,4,0,3,18,0,2,0
1498,2020,김윤식,LG 트윈스,-0.28,23,0,0,11,2,4,0,2,67.2,50,47,308,87,16,1,7,24,0,6,38,1,2,0
1499,2020,핀토,SK 와이번즈,-0.28,30,0,0,30,6,15,0,0,162.0,121,111,766,198,35,1,19,90,3,11,112,2,11,0
1500,2020,신재영,키움 히어로즈,-0.3,7,0,0,0,0,0,0,0,5.0,8,7,34,13,4,1,2,4,0,0,1,0,0,0
1501,2020,킹엄,SK 와이번즈,-0.32,2,0,0,2,0,2,0,0,10.2,11,8,52,16,4,0,1,4,0,0,6,0,1,50000
1502,2020,권오준,삼성 라이온즈,-0.32,17,0,0,0,0,2,0,1,16.0,18,15,72,22,3,1,3,3,0,0,10,0,0,0
1503,2020,박시영,롯데 자이언츠,-0.34,36,0,0,0,1,1,0,1,30.1,27,27,145,32,7,0,5,23,0,1,21,0,1,0
1504,2020,황동재,삼성 라이온즈,-0.35,1,0,0,0,0,0,0,0,1.1,8,8,16,8,2,0,1,4,0,0,3,0,0,0
1505,2020,권혁,두산 베어스,-0.36,15,0,0,0,2,2,0,2,7.2,9,8,38,11,1,1,0,4,0,0,7,0,1,0
1506,2020,장원준,두산 베어스,-0.38,2,0,0,2,0,1,0,0,5.2,8,8,30,9,2,0,1,6,0,0,2,0,0,30000
1507,2020,이형범,두산 베어스,-0.39,27,0,0,0,1,2,1,1,25.2,22,22,122,30,6,0,5,16,2,2,13,0,1,0
1508,2020,장원삼,롯데 자이언츠,-0.42,13,0,0,4,0,3,0,0,34.0,32,29,160,49,8,0,6,10,1,3,15,0,0,0
1509,2020,김민,기아 타이거즈,-0.43,24,0,0,6,3,3,0,1,42.2,35,31,207,46,4,0,6,29,0,5,32,0,5,0
1510,2020,이재익,삼성 라이온즈,-0.43,4,0,0,0,0,0,0,0,0.2,11,10,13,8,3,0,2,2,0,0,1,0,0,0
1511,2020,김태훈,SK 와이번즈,-0.44,33,0,0,8,1,6,0,4,62.0,52,51,281,61,13,0,8,39,0,4,43,0,10,0
1512,2020,이재학,NC 다이노스,-0.5,19,0,0,19,5,6,0,0,90.2,66,66,410,105,21,1,14,43,0,5,61,1,4,27500
