,년도,이름,팀,WAR,출장,완투,완봉,선발,승,패,세이브,홀드,이닝,실점,자책,타자,안타,2타,3타,홈런,볼넷,고4,사구,삼진,보크,폭투,연봉
0,2015,양현종,기아 타이거즈,8.14,32,1,1,31,15,6,0,1,184.1,52,50,756,150,27,2,18,78,0,7,157,0,6,75000
1,2015,린드블럼,롯데 자이언츠,6.48,32,2,1,32,13,11,0,0,210.0,86,83,861,196,32,3,28,52,0,12,180,0,12,120000
2,2015,해커,NC 다이노스,5.64,31,1,0,31,19,5,0,0,204.0,81,71,833,174,34,0,14,36,1,25,164,0,6,60000
3,2015,밴헤켄,키움 히어로즈,5.12,32,0,0,32,15,8,0,0,196.2,92,79,825,190,36,3,14,67,1,1,193,0,16,65000
4,2015,우규민,LG 트윈스,4.95,25,1,0,25,11,9,0,0,152.2,64,58,621,163,26,5,13,17,0,12,119,0,2,40000
5,2015,켈리,SK 와이번즈,4.4,30,1,0,29,11,10,0,0,181.0,87,83,775,188,28,1,16,54,1,5,139,2,9,75000
6,2015,유희관,두산 베어스,4.4,30,1,1,30,18,5,0,0,189.2,84,83,786,193,33,5,23,44,0,4,126,1,4,40000
7,2015,스튜어트,NC 다이노스,4.32,19,0,0,19,8,2,0,0,117.2,37,35,488,116,16,1,7,26,0,6,109,1,4,50000
8,2015,피가로,삼성 라이온즈,4.24,25,1,0,25,13,7,0,0,165.0,66,62,688,154,26,3,16,51,0,7,117,0,6,0
9,2015,소사,LG 트윈스,4.23,32,2,1,30,10,12,0,1,194.1,102,87,809,199,39,7,16,36,0,5,177,1,6,50000
10,2015,김광현,SK 와이번즈,3.96,30,1,1,29,14,6,0,1,176.2,86,73,754,173,33,0,19,66,2,3,160,0,10,85000
11,2015,윤성환,삼성 라이온즈,3.91,30,3,1,30,17,8,0,0,194.0,86,81,809,199,34,4,27,30,0,10,164,0,1,80000
12,2015,윤석민,기아 타이거즈,3.87,51,0,0,0,2,6,30,0,70.0,23,23,297,69,11,4,4,24,7,2,68,0,1,125000
13,2015,레일리,롯데 자이언츠,3.87,31,1,0,30,11,9,0,0,179.1,93,78,768,182,27,2,20,57,2,15,134,2,13,63000
14,2015,옥스프링,kt wiz,3.68,31,3,0,31,12,10,0,0,185.0,104,92,806,200,33,0,23,66,0,10,142,0,5,0
15,2015,조상우,키움 히어로즈,3.36,70,0,0,0,8,5,5,19,93.1,36,32,382,65,15,2,4,41,1,6,89,0,7,0
16,2015,정우람,SK 와이번즈,3.24,69,0,0,0,7,5,16,11,70.0,25,25,287,52,12,0,3,28,5,1,90,0,3,0
17,2015,이태양,NC 다이노스,3.11,29,0,0,25,10,5,0,0,137.1,59,56,591,141,27,2,19,40,1,19,113,1,0,0
18,2015,피어밴드,키움 히어로즈,3.1,30,0,0,30,13,11,0,0,177.1,101,92,774,202,34,7,23,61,1,12,137,3,7,45000
19,2015,장원준,두산 베어스,2.89,30,1,0,30,12,12,0,0,169.2,86,77,748,182,35,2,13,68,1,14,128,0,4,100000
20,2015,로저스,한화 이글스,2.84,10,4,3,10,6,2,0,0,75.2,26,25,296,62,8,2,2,20,0,4,60,1,1,170000
21,2015,박정진,한화 이글스,2.81,76,0,0,0,6,1,1,15,96.0,37,33,411,84,12,1,8,39,3,5,92,0,7,30000
22,2015,조무근,kt wiz,2.73,43,0,0,1,8,5,4,2,71.2,26,15,298,54,11,2,3,32,1,4,83,0,6,0
23,2015,임준혁,기아 타이거즈,2.49,27,0,0,21,9,6,0,2,118.2,58,54,514,125,23,1,11,43,1,8,73,0,3,0
24,2015,장시환,kt wiz,2.42,47,0,0,0,7,5,12,0,74.2,33,33,308,73,13,2,1,28,2,1,75,0,6,0
25,2015,안지만,삼성 라이온즈,2.38,66,0,0,0,4,3,0,37,78.1,29,29,323,76,18,2,8,26,2,2,96,0,2,75000
26,2015,류제국,LG 트윈스,2.37,24,0,0,23,4,9,0,0,130.0,72,69,572,134,20,3,16,55,1,14,88,0,16,0
27,2015,이재학,NC 다이노스,2.36,29,0,0,23,10,8,0,1,125.0,58,57,545,115,15,1,17,58,1,9,116,0,5,0
28,2015,루카스,LG 트윈스,2.34,33,0,0,30,10,11,0,1,171.2,103,94,785,175,21,1,11,108,4,14,151,1,11,0
29,2015,윤길현,SK 와이번즈,2.31,70,0,0,0,0,4,13,17,62.2,25,22,284,58,12,0,7,36,4,2,62,0,3,0
30,2015,이현승,두산 베어스,2.21,41,0,0,0,3,1,18,2,46.2,16,15,191,45,9,0,3,10,2,2,41,0,2,40000
31,2015,스틴슨,기아 타이거즈,2.19,32,0,0,30,11,10,0,0,167.0,100,92,756,190,30,6,15,64,0,14,93,0,4,0
32,2015,임창용,삼성 라이온즈,2.08,55,0,0,0,5,2,33,0,54.0,17,17,219,45,8,1,2,13,2,3,71,0,1,50000
33,2015,윤규진,한화 이글스,2.07,40,0,0,0,3,2,10,3,50.2,15,15,205,39,6,0,3,21,3,0,48,0,2,0
34,2015,한현희,키움 히어로즈,2.0,45,0,0,17,11,4,0,10,123.1,70,66,542,126,18,2,14,41,0,13,122,1,3,30000
35,2015,탈보트,한화 이글스,1.98,30,1,0,30,10,11,0,0,156.1,93,82,695,153,26,1,11,85,4,13,120,4,11,0
36,2015,홍성민,롯데 자이언츠,1.91,67,0,0,0,4,4,1,8,82.0,38,36,352,85,19,2,8,24,4,10,65,0,4,0
37,2015,양훈,키움 히어로즈,1.86,16,0,0,3,2,1,0,0,38.1,9,6,153,33,6,0,1,14,0,0,15,0,0,0
38,2015,최영필,기아 타이거즈,1.84,59,0,0,0,5,2,0,10,63.0,23,20,247,57,8,0,8,8,0,2,51,0,1,0
39,2015,최금강,NC 다이노스,1.81,78,0,0,0,6,5,1,14,89.2,40,37,384,77,12,1,11,37,2,11,61,0,12,0
40,2015,윤지웅,LG 트윈스,1.78,78,0,0,0,3,1,0,12,62.0,26,26,245,47,6,1,3,17,0,1,54,0,4,0
41,2015,이현호,두산 베어스,1.77,49,0,0,7,6,1,0,2,86.0,43,40,377,83,6,2,8,35,0,4,87,0,17,0
42,2015,송승준,롯데 자이언츠,1.76,25,0,0,23,8,7,0,0,125.0,71,66,551,131,19,1,17,46,1,4,112,0,8,40000
43,2015,김세현,키움 히어로즈,1.74,57,1,1,4,4,5,0,6,90.1,47,44,389,90,12,3,14,28,0,7,85,0,6,0
44,2015,임창민,NC 다이노스,1.64,61,0,0,0,1,5,31,0,64.0,28,27,266,57,5,2,7,21,2,1,72,0,3,0
45,2015,차우찬,삼성 라이온즈,1.62,31,0,0,29,13,7,0,1,173.0,98,92,743,160,36,1,28,74,1,5,194,1,9,40000
46,2015,저마노,kt wiz,1.58,15,0,0,14,3,6,0,1,76.2,46,42,347,111,17,2,7,15,0,3,40,0,1,0
47,2015,전유수,SK 와이번즈,1.5,66,0,0,0,3,6,1,5,77.2,39,38,337,66,12,1,9,42,5,5,84,0,2,0
48,2015,임정우,LG 트윈스,1.46,54,0,0,11,6,9,5,3,109.0,65,61,501,123,32,2,8,50,4,14,99,1,8,0
49,2015,함덕주,두산 베어스,1.35,68,0,0,0,7,2,2,16,61.2,30,25,278,52,10,1,4,46,1,2,76,1,2,0
50,2015,윤명준,두산 베어스,1.28,60,0,0,0,4,6,6,7,68.0,33,30,302,72,8,2,9,30,3,5,48,0,3,0
51,2015,밴와트,SK 와이번즈,1.23,12,0,0,12,5,3,0,0,56.1,29,29,245,70,15,1,5,13,0,2,50,1,2,52500
52,2015,세든,SK 와이번즈,1.22,14,1,1,14,7,5,0,0,74.0,42,41,319,77,15,0,12,28,0,5,67,0,7,0
53,2015,심창민,삼성 라이온즈,1.17,61,0,0,0,6,3,0,9,67.1,32,32,280,54,13,0,7,24,1,5,91,0,2,0
54,2015,박종훈,SK 와이번즈,1.17,33,0,0,23,6,8,0,0,118.0,74,68,530,123,27,0,7,53,1,17,105,0,5,0
55,2015,유먼,한화 이글스,1.13,17,0,0,17,4,6,0,0,91.2,52,46,406,96,16,0,9,38,1,4,56,1,3,0
56,2015,정대현,kt wiz,1.1,30,0,0,26,5,11,0,0,118.0,80,68,542,138,26,1,19,62,0,4,82,0,6,0
57,2015,이동현,LG 트윈스,1.04,60,0,0,0,5,5,4,11,59.1,33,29,258,65,13,0,4,20,5,2,55,0,7,60000
58,2015,홍성용,kt wiz,1.04,42,0,0,0,0,4,0,10,39.2,19,17,174,39,9,1,3,13,2,6,31,0,1,0
59,2015,박근홍,삼성 라이온즈,1.03,66,0,0,0,2,2,0,8,48.2,20,16,212,39,8,0,3,24,0,6,55,0,5,0
60,2015,김재윤,kt wiz,1.02,42,0,0,0,1,2,0,6,44.2,23,21,188,46,9,0,3,12,2,1,70,0,1,0
61,2015,임정호,NC 다이노스,0.99,80,0,0,0,1,2,0,14,48.0,21,20,200,31,3,0,2,27,1,5,54,0,3,0
62,2015,김선규,LG 트윈스,0.95,31,0,0,0,2,0,0,2,31.2,12,11,136,34,4,1,5,10,2,2,19,0,1,0
63,2015,봉중근,LG 트윈스,0.92,47,0,0,2,5,2,15,0,49.1,28,27,223,60,6,0,10,23,4,6,39,0,3,30000
64,2015,안영명,한화 이글스,0.92,35,0,0,27,10,6,0,1,125.1,77,71,568,137,23,1,15,60,1,11,82,0,4,28000
65,2015,손승락,키움 히어로즈,0.92,58,0,0,0,4,6,23,0,61.1,35,26,272,73,7,1,6,13,2,3,63,0,1,0
66,2015,권혁,한화 이글스,0.87,78,0,0,0,9,13,17,6,112.0,68,62,506,124,21,1,15,53,7,5,88,1,5,45000
67,2015,스와잭,두산 베어스,0.87,20,0,0,17,5,7,0,1,92.1,57,54,414,110,19,1,9,30,1,4,72,1,4,0
68,2015,김진성,NC 다이노스,0.87,59,0,0,0,3,4,5,12,66.0,35,33,271,59,9,1,14,18,0,1,70,0,2,0
69,2015,니퍼트,두산 베어스,0.86,20,0,0,16,6,5,0,0,90.0,54,51,404,104,21,0,4,33,0,4,76,0,4,120000
70,2015,김대우,키움 히어로즈,0.85,47,0,0,1,6,3,1,4,71.0,44,39,318,81,14,3,8,31,1,6,63,0,4,0
71,2015,김기현,한화 이글스,0.81,54,0,0,0,1,0,0,3,41.1,20,20,187,36,6,1,5,30,1,3,32,0,5,0
72,2015,최원재,kt wiz,0.81,36,0,0,0,2,1,0,3,33.0,16,14,148,43,2,3,2,12,1,3,24,0,1,0
73,2015,허준혁,두산 베어스,0.8,16,0,0,14,3,2,0,0,63.0,37,25,282,52,7,1,7,41,1,6,45,0,3,0
74,2015,김민우,한화 이글스,0.79,36,0,0,8,1,3,0,0,70.0,41,40,314,67,13,0,5,38,3,10,50,0,5,0
75,2015,신재웅,SK 와이번즈,0.79,61,0,0,0,0,1,0,9,50.1,28,23,236,72,15,2,5,17,0,4,49,0,1,0
76,2015,손민한,NC 다이노스,0.71,26,0,0,19,11,6,0,0,105.0,65,57,444,122,22,1,8,15,0,5,50,0,3,0
77,2015,김지용,LG 트윈스,0.71,24,0,0,0,1,1,0,0,32.2,15,15,137,30,10,0,4,12,2,1,28,0,2,0
78,2015,송신영,키움 히어로즈,0.71,18,0,0,16,7,4,0,0,69.0,42,41,298,77,14,1,12,22,0,2,46,0,2,0
79,2015,정대현,롯데 자이언츠,0.7,19,0,0,0,2,1,3,3,18.1,6,6,77,16,2,0,3,7,0,2,17,0,2,32000
80,2015,이성민,롯데 자이언츠,0.65,61,0,0,0,5,7,4,7,72.2,44,37,343,92,18,2,11,33,4,4,58,0,5,0
81,2015,금민철,키움 히어로즈,0.63,7,0,0,5,1,1,0,0,22.0,11,11,104,25,4,0,2,14,0,2,11,0,0,0
82,2015,강영식,롯데 자이언츠,0.6,50,0,0,0,2,1,2,6,38.2,21,18,159,40,9,0,6,10,0,0,46,0,2,30000
83,2015,신승현,LG 트윈스,0.6,37,0,0,0,0,1,0,3,35.2,19,19,155,32,3,0,3,18,3,5,30,0,3,0
84,2015,노경은,두산 베어스,0.58,47,0,0,0,1,4,4,0,58.1,33,29,267,57,12,1,6,37,1,5,41,0,8,20000
85,2015,이민호,NC 다이노스,0.57,64,0,0,6,6,5,0,10,96.0,62,54,436,103,23,5,15,41,3,6,103,1,8,0
86,2015,김광수,기아 타이거즈,0.55,41,0,0,1,4,4,0,9,43.2,24,22,194,53,10,1,2,13,1,2,22,0,2,0
87,2015,정찬헌,LG 트윈스,0.55,32,0,0,0,3,6,1,5,44.0,27,27,191,49,8,0,3,14,2,5,32,0,2,0
88,2015,심동섭,기아 타이거즈,0.54,69,0,0,0,3,1,1,21,57.1,35,32,257,47,9,0,7,43,3,3,71,1,5,0
89,2015,홍성무,kt wiz,0.51,23,0,0,0,0,1,0,0,28.0,15,15,121,31,4,0,5,9,0,1,22,0,0,0
90,2015,오현택,두산 베어스,0.5,61,0,0,0,1,3,0,13,56.0,33,33,239,59,19,0,6,16,3,4,45,1,0,0
91,2015,김진우,기아 타이거즈,0.49,4,0,0,2,1,0,0,1,13.0,5,5,55,12,1,0,1,9,0,1,12,0,0,0
92,2015,박세웅,롯데 자이언츠,0.49,31,0,0,21,2,11,0,0,114.0,81,73,526,129,17,1,16,54,1,12,82,0,10,0
93,2015,채병용,SK 와이번즈,0.48,33,0,0,8,4,4,0,1,83.0,56,56,367,103,17,2,17,27,1,3,78,0,4,25000
94,2015,윤희상,SK 와이번즈,0.48,21,0,0,21,5,9,0,0,93.1,65,61,415,113,24,3,15,34,2,3,67,0,2,0
95,2015,서재응,기아 타이거즈,0.48,9,0,0,9,1,4,0,0,40.0,23,22,174,52,10,2,5,8,0,5,16,0,1,0
96,2015,김강률,두산 베어스,0.47,16,0,0,0,3,1,0,3,14.2,5,4,67,14,3,1,1,10,0,0,7,0,1,0
97,2015,마정길,키움 히어로즈,0.44,35,0,0,0,0,0,0,0,37.1,22,21,166,36,9,0,4,17,0,6,33,0,1,0
98,2015,박명환,NC 다이노스,0.42,11,0,0,4,1,1,0,0,26.0,14,14,118,36,5,0,6,5,0,3,15,0,2,0
99,2015,이재영,SK 와이번즈,0.4,26,0,0,0,1,0,0,1,31.0,18,16,145,36,12,1,4,13,0,3,26,0,1,0
100,2015,고영표,kt wiz,0.38,46,0,0,0,3,4,0,0,57.0,41,36,266,68,13,0,2,19,1,16,57,0,3,0
101,2015,한승혁,기아 타이거즈,0.38,49,0,0,0,2,6,0,6,56.0,36,34,251,55,7,3,7,36,3,1,56,0,17,0
102,2015,정대훈,한화 이글스,0.37,51,0,0,0,1,1,0,2,36.0,21,19,162,44,8,1,4,14,3,5,12,0,1,0
103,2015,박진우,NC 다이노스,0.33,11,0,0,0,1,1,0,0,14.1,5,5,62,19,4,0,1,2,0,1,8,0,0,0
104,2015,이동걸,한화 이글스,0.32,32,0,0,0,2,0,0,0,44.1,28,22,219,58,13,0,8,28,3,4,25,0,5,0
105,2015,김용주,한화 이글스,0.3,2,0,0,2,1,0,0,0,8.0,3,3,33,4,1,0,0,6,0,0,3,0,0,0
106,2015,윤근영,kt wiz,0.28,17,0,0,7,1,4,0,2,32.0,23,20,155,35,2,1,3,21,0,4,21,0,4,0
107,2015,백인식,SK 와이번즈,0.28,7,0,0,4,1,2,0,0,20.2,13,11,94,24,4,0,2,11,0,2,14,1,4,0
108,2015,김태영,기아 타이거즈,0.27,27,0,0,0,0,2,0,4,26.0,16,15,120,36,10,0,3,8,0,4,30,0,3,0
109,2015,박민호,SK 와이번즈,0.26,20,0,0,0,1,1,0,1,27.1,18,13,116,26,4,0,4,9,0,2,12,0,0,0
110,2015,에반,기아 타이거즈,0.23,16,0,0,1,4,0,0,4,26.1,15,13,115,30,3,0,0,13,0,1,25,0,4,0
111,2015,박정배,SK 와이번즈,0.23,24,0,0,0,2,2,0,2,25.1,15,15,115,25,3,2,3,13,3,2,28,0,1,0
112,2015,엄상백,kt wiz,0.23,28,0,0,22,5,6,0,0,100.0,77,74,465,127,30,1,15,50,0,10,78,1,6,0
113,2015,조현근,삼성 라이온즈,0.21,22,0,0,0,0,0,0,1,19.1,10,7,81,18,3,0,1,7,0,1,11,0,0,0
114,2015,박준표,기아 타이거즈,0.21,37,0,0,2,2,2,0,3,46.0,32,32,201,54,17,2,4,11,1,5,33,0,2,0
115,2015,진해수,LG 트윈스,0.2,39,0,0,0,2,2,0,4,28.1,19,18,128,29,5,0,2,16,0,5,20,0,3,0
116,2015,클로이드,삼성 라이온즈,0.19,28,0,0,28,11,11,0,0,159.2,103,92,705,190,36,0,24,38,0,12,123,1,3,0
117,2015,임준섭,한화 이글스,0.19,22,0,0,0,1,0,0,2,19.1,12,8,95,26,4,2,1,13,2,0,18,0,1,0
118,2015,김명찬,기아 타이거즈,0.19,3,0,0,0,0,0,0,0,4.0,0,0,16,4,0,0,0,1,0,1,2,0,1,0
119,2015,고창성,NC 다이노스,0.17,6,0,0,0,0,0,0,0,9.2,4,4,47,11,3,0,1,4,0,2,3,0,1,0
120,2015,유원상,LG 트윈스,0.16,25,0,0,0,1,1,0,1,37.0,26,23,163,44,9,1,6,12,1,2,22,0,2,0
121,2015,고효준,SK 와이번즈,0.16,30,0,0,2,0,3,0,0,51.0,37,35,246,61,13,0,8,31,0,4,43,0,4,0
122,2015,박희수,SK 와이번즈,0.15,14,0,0,1,0,0,0,2,10.0,6,6,51,13,2,0,3,8,0,1,12,0,0,0
123,2015,서진용,SK 와이번즈,0.15,18,0,0,0,0,0,0,0,21.1,14,14,95,25,7,0,4,6,2,0,24,0,3,0
124,2015,한기주,기아 타이거즈,0.13,7,0,0,0,0,0,0,0,8.1,4,3,39,11,1,1,0,5,0,0,4,0,0,0
125,2015,배우열,kt wiz,0.13,12,0,0,0,0,0,0,1,16.0,10,10,70,21,2,2,2,4,0,0,17,0,2,0
126,2015,민태호,NC 다이노스,0.13,21,0,0,0,1,0,0,0,25.2,17,14,128,28,6,0,2,23,1,4,21,0,1,0
127,2015,박성호,한화 이글스,0.12,16,0,0,0,0,0,0,1,20.2,14,11,96,24,4,0,2,11,1,1,12,0,1,0
128,2015,김민수,kt wiz,0.12,15,0,0,1,0,1,0,1,23.1,18,15,115,30,6,1,1,13,0,1,18,1,5,0
129,2015,이승현,LG 트윈스,0.11,15,0,0,0,0,0,0,0,15.1,10,10,71,14,2,1,1,10,0,1,21,0,0,0
130,2015,강장산,NC 다이노스,0.11,20,0,0,0,0,0,0,0,25.2,17,16,121,27,7,0,3,15,1,3,9,0,4,0
131,2015,임지섭,LG 트윈스,0.11,8,0,0,8,1,2,0,0,31.2,23,22,144,18,2,0,3,36,0,2,37,0,9,0
132,2015,이혜천,NC 다이노스,0.1,29,0,0,0,0,0,0,3,17.1,11,10,74,15,2,0,3,7,0,2,10,0,1,0
133,2015,김기표,kt wiz,0.09,14,0,0,0,0,0,0,0,10.1,7,7,43,11,2,0,2,2,0,1,6,1,1,0
134,2015,김준,기아 타이거즈,0.09,6,0,0,0,0,0,0,0,4.1,2,1,20,6,2,0,0,2,0,0,1,0,0,0
135,2015,박정수,기아 타이거즈,0.08,19,0,0,4,0,3,0,0,42.1,31,26,197,47,12,1,4,19,0,6,25,2,4,0
136,2015,배장호,롯데 자이언츠,0.07,9,0,0,5,0,2,0,0,28.2,21,21,132,35,11,0,5,10,1,5,9,0,0,0
137,2015,김승회,롯데 자이언츠,0.06,39,0,0,7,7,3,2,2,75.0,52,52,343,96,17,1,13,28,3,4,50,0,2,0
138,2015,이명우,롯데 자이언츠,0.06,59,0,0,5,2,1,0,6,59.0,44,37,270,78,14,0,5,20,1,2,34,0,3,0
139,2015,안상빈,kt wiz,0.06,13,0,0,0,0,0,0,0,16.0,13,9,84,23,3,1,1,12,0,1,25,0,2,0
140,2015,김원중,롯데 자이언츠,0.05,15,0,0,0,0,0,0,1,20.1,15,13,99,21,0,1,1,15,1,3,20,0,1,0
141,2015,이한진,SK 와이번즈,0.05,3,0,0,0,0,0,0,0,4.2,3,2,24,4,0,0,0,5,0,0,1,0,0,0
142,2015,윤석주,SK 와이번즈,0.05,1,0,0,0,0,0,0,0,1.1,0,0,6,2,0,0,0,0,0,0,0,0,0,0
143,2015,구본범,한화 이글스,0.05,3,0,0,0,0,0,0,0,1.0,0,0,6,0,0,0,0,2,0,0,1,0,1,0
144,2015,박진형,롯데 자이언츠,0.05,2,0,0,0,0,0,0,0,1.1,0,0,6,2,1,0,0,0,0,0,1,0,0,0
145,2015,김정인,키움 히어로즈,0.04,1,0,0,0,0,0,0,0,1.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
146,2015,오장훈,두산 베어스,0.04,1,0,0,0,0,0,0,0,1.0,0,0,5,1,0,0,0,1,0,0,2,0,0,0
147,2015,조이현,한화 이글스,0.04,1,0,0,0,0,0,0,0,1.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
148,2015,험버,기아 타이거즈,0.04,12,0,0,11,3,3,0,0,50.2,38,38,244,62,16,0,11,32,0,5,35,0,6,0
149,2015,이창욱,SK 와이번즈,0.03,2,0,0,0,0,0,0,0,3.0,2,2,13,2,0,0,0,2,0,0,1,0,2,0
150,2015,심재민,kt wiz,0.03,50,0,0,1,2,3,0,1,56.1,45,43,270,68,11,0,3,41,3,7,29,0,9,0
151,2015,조현우,롯데 자이언츠,0.03,3,0,0,0,0,0,0,0,4.0,3,2,15,3,1,0,2,1,0,0,4,0,0,0
152,2015,양현,두산 베어스,0.02,13,0,0,0,0,0,0,0,10.1,7,6,50,19,1,1,2,0,0,3,7,0,0,0
153,2015,윤기호,한화 이글스,0.01,3,0,0,0,0,0,0,0,2.2,2,2,10,2,0,0,1,1,0,0,0,0,0,0
154,2015,황덕균,kt wiz,0.01,3,0,0,0,0,0,0,0,3.2,3,3,16,0,0,0,0,5,0,0,2,0,0,0
155,2015,백정현,삼성 라이온즈,0.01,31,0,0,1,0,0,0,2,28.0,19,19,135,32,10,1,3,20,1,1,37,0,3,0
156,2015,정광운,한화 이글스,0.01,2,0,0,0,0,0,0,0,1.1,1,1,7,2,0,0,0,1,0,0,1,0,0,0
157,2015,임경완,한화 이글스,0.0,1,0,0,0,0,0,0,0,0.0,1,1,2,0,0,0,0,2,0,0,0,0,0,0
158,2015,문수호,NC 다이노스,0.0,2,0,0,0,0,0,0,0,0.0,1,1,2,1,0,0,0,1,0,0,0,0,0,0
159,2015,남경호,두산 베어스,-0.0,5,0,0,0,0,0,0,0,9.0,7,6,40,5,1,0,2,7,0,1,10,0,0,0
160,2015,조승수,두산 베어스,-0.01,1,0,0,0,0,0,0,0,1.0,1,1,6,2,1,0,1,1,0,0,1,0,0,0
161,2015,정회찬,키움 히어로즈,-0.01,1,0,0,0,0,0,0,0,1.0,1,1,6,2,0,0,1,1,0,0,1,0,0,0
162,2015,이경우,롯데 자이언츠,-0.02,1,0,0,0,0,0,0,0,1.2,2,2,8,2,1,0,1,1,0,0,0,0,0,0
163,2015,이정훈,키움 히어로즈,-0.02,2,0,0,0,0,0,0,0,2.0,2,1,9,3,0,0,0,0,0,0,0,0,0,0
164,2015,구자형,키움 히어로즈,-0.03,3,0,0,0,0,0,0,0,2.2,3,3,13,4,1,0,0,2,0,0,1,0,0,0
165,2015,이상화,롯데 자이언츠,-0.03,14,0,0,12,3,8,0,0,55.0,43,40,255,69,10,0,7,25,0,1,35,0,1,0
166,2015,신창호,기아 타이거즈,-0.03,5,0,0,0,0,0,0,0,5.2,5,5,25,4,0,0,1,4,0,0,4,0,0,0
167,2015,김태훈,SK 와이번즈,-0.03,1,0,0,0,0,0,0,0,0.1,1,1,2,0,0,0,0,1,0,0,0,0,0,0
168,2015,심규범,롯데 자이언츠,-0.03,16,0,0,0,0,1,0,1,6.1,5,5,31,7,0,0,1,6,1,0,6,0,0,0
169,2015,김범수,한화 이글스,-0.04,15,0,0,0,0,2,0,0,14.2,12,12,72,10,3,0,0,20,0,1,10,0,3,0
170,2015,차재용,롯데 자이언츠,-0.04,2,0,0,0,0,0,0,0,1.1,2,0,6,0,0,0,0,1,0,0,0,0,0,0
171,2015,마일영,한화 이글스,-0.04,2,0,0,0,0,0,0,0,0.1,1,0,5,0,0,0,0,1,0,1,0,0,0,0
172,2015,하영민,키움 히어로즈,-0.05,18,0,0,2,2,0,0,0,34.2,30,29,159,48,8,1,7,12,0,2,25,0,5,0
173,2015,김현우,삼성 라이온즈,-0.05,11,0,0,0,0,0,0,0,12.1,10,10,55,14,3,1,5,5,0,1,14,0,0,0
174,2015,손정욱,NC 다이노스,-0.05,20,0,0,1,1,0,0,0,23.1,17,17,112,37,8,0,3,9,0,0,17,0,0,0
175,2015,장현식,NC 다이노스,-0.05,2,0,0,0,0,0,0,0,2.0,2,2,11,3,0,0,0,2,0,0,3,0,0,0
176,2015,최영환,한화 이글스,-0.05,1,0,0,0,0,0,0,0,1.1,2,0,8,2,1,0,0,2,0,0,1,0,0,0
177,2015,허유강,한화 이글스,-0.05,5,0,0,0,0,0,0,0,2.2,3,3,12,1,1,0,0,2,0,2,1,0,1,0
178,2015,김건한,삼성 라이온즈,-0.06,16,0,0,1,1,1,0,0,16.1,11,11,83,26,7,0,1,8,0,1,6,0,0,0
179,2015,박종기,두산 베어스,-0.06,3,0,0,0,0,0,0,0,2.1,3,3,13,4,1,0,1,3,0,0,2,0,0,0
180,2015,이재곤,롯데 자이언츠,-0.06,5,0,0,5,0,2,0,0,13.0,10,9,71,15,3,0,1,18,0,4,9,0,0,0
181,2015,배재환,NC 다이노스,-0.06,1,0,0,0,0,0,0,0,1.0,2,2,7,1,0,0,0,3,0,0,2,0,0,0
182,2015,정재원,한화 이글스,-0.06,3,0,0,0,0,0,0,0,4.0,5,5,19,5,0,0,2,3,0,0,4,0,0,0
183,2015,김광삼,LG 트윈스,-0.07,4,0,0,4,0,1,0,0,15.2,13,10,72,16,2,0,2,9,0,1,11,0,0,0
184,2015,변진수,두산 베어스,-0.07,1,0,0,0,1,0,0,0,1.2,2,2,9,1,0,0,0,3,0,1,1,0,2,0
185,2015,이대환,NC 다이노스,-0.09,1,0,0,0,0,0,0,0,0.1,2,2,4,2,0,1,0,0,0,1,0,0,0,0
186,2015,문재현,한화 이글스,-0.09,2,0,0,0,0,0,0,0,0.1,2,2,5,1,0,0,0,3,0,0,0,0,0,0
187,2015,박한길,한화 이글스,-0.09,10,0,0,0,0,0,0,0,13.2,13,13,71,17,5,0,0,12,1,2,9,0,2,0
188,2015,최대성,kt wiz,-0.1,8,0,0,0,0,0,0,0,2.2,4,4,19,4,3,0,1,7,0,0,0,0,2,0
189,2015,이재우,두산 베어스,-0.1,37,0,0,1,0,2,0,9,46.0,33,32,213,44,7,1,9,28,0,5,47,0,2,0
190,2015,장진용,LG 트윈스,-0.12,11,0,0,9,1,3,0,0,32.1,26,23,150,43,7,2,5,7,0,5,20,0,0,0
191,2015,김건태,키움 히어로즈,-0.12,13,0,0,1,0,2,0,1,15.1,14,12,79,20,5,0,2,10,0,3,11,0,4,0
192,2015,이용호,두산 베어스,-0.12,2,0,0,0,0,0,0,0,0.1,3,3,5,2,2,0,0,2,0,0,0,0,0,0
193,2015,홍건희,기아 타이거즈,-0.12,38,0,0,7,2,5,1,0,82.0,63,55,383,84,10,2,18,57,4,4,86,0,8,0
194,2015,최동환,LG 트윈스,-0.13,17,0,0,0,0,0,0,0,20.2,19,19,101,32,5,0,7,6,1,2,21,0,2,0
195,2015,김명성,두산 베어스,-0.13,17,0,0,0,1,0,0,0,17.1,15,15,89,27,5,0,2,11,0,1,10,0,4,0
196,2015,김수완,두산 베어스,-0.13,9,0,0,2,0,0,0,0,15.1,15,15,80,22,6,1,4,9,0,3,13,0,0,0
197,2015,김동준,키움 히어로즈,-0.14,22,0,0,5,1,1,0,0,50.1,41,36,237,56,10,2,7,30,0,3,32,0,4,0
198,2015,배힘찬,키움 히어로즈,-0.15,7,0,0,0,0,1,0,0,6.2,7,5,37,10,3,0,1,6,1,0,1,0,3,0
