,주유소명,주소,브랜드,휘발유 가격,경유 가격,셀프 여부,세차장 여부,충전소 여부,경정비 여부,편의점 여부,24시간 운영 여부,구,위도,경도
323,(주)신태성주유소,서울 용산구 원효로 147 (원효로3가),SK에너지,2050,1930,N,Y,N,N,N,N,용산구,37.5337268,126.9561284
324,에너비스,서울 용산구 한남대로 82 (한남동),SK에너지,2247,2147,N,Y,N,N,N,N,용산구,37.5360412,127.0061276
325,한석주유소,서울 용산구 이촌로 164,SK에너지,2254,2080,N,Y,N,N,N,Y,용산구,37.5213901,126.965557
326,서계주유소,서울 용산구  청파로 367 (청파동),GS칼텍스,2615,2599,N,Y,N,N,N,N,용산구,37.5523286,126.9689462
327,(주)디오티디 은평유니콘주유소,서울 은평구 통일로 1151 (진관동),HD현대오일뱅크,1534,1344,N,Y,N,N,N,N,은평구,37.6432264,126.9200074
328,타이거주유소,서울 은평구 수색로 188 (증산동),SK에너지,1544,1424,Y,Y,N,N,N,N,은평구,37.5851478,126.9041521
329,불광주유소,서울 은평구 연서로 314 (불광동),HD현대오일뱅크,1547,1397,Y,Y,N,N,N,N,은평구,37.6203973,126.9237684
330,지에스칼텍스(주)수색뉴타운주유소,서울 은평구 수색로 350 (수색동),GS칼텍스,1549,1444,Y,Y,N,N,N,N,은평구,37.5871708,126.8875393
331,지에스칼텍스㈜ 신사제일주유소,서울 은평구 증산로 423 (신사동),GS칼텍스,1559,1444,Y,Y,N,N,N,Y,은평구,37.595613,126.9072033
332,지에스칼텍스㈜ 서부주유소,서울 은평구 응암로 210 (응암동),GS칼텍스,1559,1454,Y,Y,N,Y,N,Y,은평구,37.5907918,126.9178076
333,(주)명연에너지 수색훼미리주유소,서울 은평구 수색로 236 (수색동),HD현대오일뱅크,1575,1465,Y,Y,N,N,N,N,은평구,37.5810937,126.8977068
334,박석고개주유소,서울 은평구 통일로 945 (갈현동),SK에너지,1578,1438,Y,Y,N,N,N,Y,은평구,37.621541,126.913578
335,은평뉴타운주유소,서울 은평구 통일로 924 (불광동),SK에너지,1578,1438,Y,Y,N,Y,N,N,은평구,37.6252977,126.9204031
336,지에스칼텍스㈜ 녹번주유소,서울 은평구 통일로 600 (녹번동),GS칼텍스,1589,1474,Y,Y,N,N,N,N,은평구,37.6005247,126.9363343
337,성원이앤에스(주)은평지점,서울 은평구 통일로 968 (진관동),GS칼텍스,1597,1458,Y,Y,N,N,N,N,은평구,37.629232,126.919704
338,대성산업㈜ 대성주유소,서울 은평구 통일로 642,GS칼텍스,1619,1449,Y,Y,N,N,N,Y,은평구,37.6040651,126.9352558
339,코끼리주유소,서울 은평구 서오릉로 41 (녹번동),자가상표,1688,1538,N,Y,N,N,N,N,은평구,37.6032738,126.9294193
340,㈜지에스이앤알 평창주유소,서울 종로구 평창문화로 135 (평창동),HD현대오일뱅크,1694,1564,Y,Y,N,N,N,N,종로구,37.6097352,126.974513
341,자하문주유소,서울 종로구 자하문로 248 (부암동),SK에너지,1699,1539,Y,Y,N,N,N,N,종로구,37.592748,126.9664018
342,안풍주유소,서울 종로구 자하문로 303,S-OIL,1699,1539,N,Y,N,N,N,N,종로구,37.5992064,126.9591445
343,구도일주유소특종,서울 종로구 평창문화로 90 (평창동),S-OIL,1730,1540,N,Y,N,N,N,N,종로구,37.6066898,126.9710988
344,SK북악주유소,서울 종로구 평창문화로 137,SK에너지,2198,1998,N,Y,N,N,N,N,종로구,37.6098636,126.9748982
345,세화주유소,서울 중구 왕십리로 403,알뜰주유소,1668,1498,N,Y,N,Y,N,Y,중구,37.5647309,127.0255275
346,장충드림주유소,서울 중구 동호로 296,S-OIL,1685,1545,Y,Y,N,N,N,N,중구,37.5608503,127.0034182
347,장충주유소,서울 중구 장충단로 202 (장충동1가),SK에너지,1938,1798,N,Y,N,N,N,Y,중구,37.5609763,127.0075809
348,신당동주유소,서울 중구 다산로 242 (신당동),SK에너지,1998,1898,N,Y,N,N,N,Y,중구,37.5646022,127.01641
349,약수주유소,서울 중구 다산로 173,GS칼텍스,2266,2097,N,Y,N,Y,N,Y,중구,37.5590258,127.0126614
350,필동주유소,서울 중구 퇴계로 196 (필동2가),GS칼텍스,2389,2289,N,N,N,N,N,Y,중구,37.5587734,126.9947209
351,서남주유소,서울 중구 통일로 30,SK에너지,2625,2509,N,Y,N,N,N,Y,중구,37.5583749,126.9720939
352,오천만주유소,서울 중랑구 동일로 547 (면목동),S-OIL,1577,1397,Y,Y,N,N,N,N,중랑구,37.5791224,127.0793311
353,대원주유소,서울 중랑구 동일로 600,GS칼텍스,1579,1399,Y,Y,N,N,N,N,중랑구,37.5840333,127.0801082
354,면목SELF주유소,서울 중랑구 동일로 627 (면목동),SK에너지,1579,1399,Y,Y,N,Y,N,N,중랑구,37.5863498,127.0795885
355,우림주유소,서울 중랑구 용마산로 487 (망우제3동),GS칼텍스,1585,1395,Y,Y,N,N,N,N,중랑구,37.5923318,127.0991054
356,대양주유소,서울 중랑구 봉우재로 105 (상봉동),GS칼텍스,1587,1397,Y,Y,N,N,N,N,중랑구,37.5925921,127.0848788
357,신내주유소,서울 중랑구 용마산로 705 (신내동),SK에너지,1593,1398,Y,Y,N,N,N,N,중랑구,37.617125,127.0958962
358,용마로주유소,서울 중랑구 용마산로 309 (면목동),SK에너지,1598,1398,Y,Y,N,N,N,N,중랑구,37.5798777,127.0921819
359,신일셀프주유소,서울 중랑구 상봉로 58 (망우동),SK에너지,1599,1498,Y,Y,N,Y,N,Y,중랑구,37.5909419,127.0938066
360,구도일주유소 동천,서울 중랑구 동일로 654 (면목동),S-OIL,1599,1399,Y,Y,N,N,N,N,중랑구,37.5890734,127.0802447
361,(주)태영 구도일주유소 한인,서울 중랑구 망우로 170 (상봉동),S-OIL,1615,1425,Y,Y,N,Y,N,N,중랑구,37.5924655,127.071908
362,범아주유소,서울 중랑구 동일로 881 (묵동),S-OIL,1669,1499,N,Y,N,Y,N,N,중랑구,37.6093111,127.0776725
